Date,Country,Migration State,Arrivals,Arrivals: Gender Male,Arrivals: Gender Female
1/01/2020,Aruba,Kedah,0,0,0
1/01/2020,Aruba,Pulau Pinang,0,0,0
1/01/2020,Afghanistan,Johor,2,0,2
1/01/2020,Afghanistan,Kedah,1,1,0
1/01/2020,Afghanistan,Perlis,0,0,0
1/01/2020,Afghanistan,Pulau Pinang,0,0,0
1/01/2020,Afghanistan,Sarawak,0,0,0
1/01/2020,Afghanistan,Selangor,180,161,19
1/01/2020,Angola,Johor,0,0,0
1/01/2020,Angola,Kedah,0,0,0
1/01/2020,Angola,Sabah,0,0,0
1/01/2020,Angola,Selangor,9,6,3
1/01/2020,Anguilla,Selangor,0,0,0
1/01/2020,Albania,Johor,35,17,18
1/01/2020,Albania,Kedah,6,4,2
1/01/2020,Albania,Perak,1,1,0
1/01/2020,Albania,Perlis,1,1,0
1/01/2020,Albania,Pulau Pinang,2,0,2
1/01/2020,Albania,Sabah,1,1,0
1/01/2020,Albania,Sarawak,1,1,0
1/01/2020,Albania,Selangor,62,31,31
1/01/2020,Andorra,Johor,0,0,0
1/01/2020,Andorra,Kedah,0,0,0
1/01/2020,Andorra,Perlis,0,0,0
1/01/2020,Andorra,Pulau Pinang,0,0,0
1/01/2020,Andorra,Selangor,5,3,2
1/01/2020,Antigua and Barbuda,Selangor,0,0,0
1/01/2020,United Arab Emirates,Johor,22,14,8
1/01/2020,United Arab Emirates,Kedah,4,3,1
1/01/2020,United Arab Emirates,Kelantan,0,0,0
1/01/2020,United Arab Emirates,Perak,0,0,0
1/01/2020,United Arab Emirates,Perlis,0,0,0
1/01/2020,United Arab Emirates,Pulau Pinang,4,3,1
1/01/2020,United Arab Emirates,Sabah,0,0,0
1/01/2020,United Arab Emirates,Sarawak,0,0,0
1/01/2020,United Arab Emirates,Selangor,371,252,119
1/01/2020,Argentina,Johor,221,133,88
1/01/2020,Argentina,Kedah,304,148,156
1/01/2020,Argentina,Kelantan,5,2,3
1/01/2020,Argentina,Melaka,0,0,0
1/01/2020,Argentina,Perak,0,0,0
1/01/2020,Argentina,Perlis,20,11,9
1/01/2020,Argentina,Pulau Pinang,5,2,3
1/01/2020,Argentina,Sabah,3,1,2
1/01/2020,Argentina,Sarawak,1,1,0
1/01/2020,Argentina,Selangor,908,464,444
1/01/2020,Argentina,W.P. Labuan,0,0,0
1/01/2020,Armenia,Johor,5,2,3
1/01/2020,Armenia,Kedah,3,1,2
1/01/2020,Armenia,Kelantan,1,1,0
1/01/2020,Armenia,Perak,2,0,2
1/01/2020,Armenia,Perlis,0,0,0
1/01/2020,Armenia,Pulau Pinang,1,1,0
1/01/2020,Armenia,Sabah,0,0,0
1/01/2020,Armenia,Sarawak,0,0,0
1/01/2020,Armenia,Selangor,79,22,57
1/01/2020,Antarctica,Selangor,0,0,0
1/01/2020,Antigua and Barbuda,Johor,6,3,3
1/01/2020,Antigua and Barbuda,Kedah,0,0,0
1/01/2020,Antigua and Barbuda,Pulau Pinang,0,0,0
1/01/2020,Antigua and Barbuda,Sarawak,0,0,0
1/01/2020,Antigua and Barbuda,Selangor,22,12,10
1/01/2020,Australia,Johor,8923,4980,3943
1/01/2020,Australia,Kedah,1138,636,502
1/01/2020,Australia,Kelantan,21,15,6
1/01/2020,Australia,Melaka,10,7,3
1/01/2020,Australia,Negeri Sembilan,0,0,0
1/01/2020,Australia,Pahang,52,23,29
1/01/2020,Australia,Perak,282,156,126
1/01/2020,Australia,Perlis,115,64,51
1/01/2020,Australia,Pulau Pinang,2617,1339,1278
1/01/2020,Australia,Sabah,908,464,444
1/01/2020,Australia,Sarawak,956,535,421
1/01/2020,Australia,Selangor,36952,20700,16252
1/01/2020,Australia,Terengganu,0,0,0
1/01/2020,Australia,W.P. Labuan,24,17,7
1/01/2020,Austria,Johor,242,159,83
1/01/2020,Austria,Kedah,170,97,73
1/01/2020,Austria,Kelantan,8,7,1
1/01/2020,Austria,Melaka,0,0,0
1/01/2020,Austria,Negeri Sembilan,0,0,0
1/01/2020,Austria,Pahang,0,0,0
1/01/2020,Austria,Perak,8,7,1
1/01/2020,Austria,Perlis,28,19,9
1/01/2020,Austria,Pulau Pinang,75,57,18
1/01/2020,Austria,Sabah,26,15,11
1/01/2020,Austria,Sarawak,18,13,5
1/01/2020,Austria,Selangor,904,585,319
1/01/2020,Austria,Terengganu,0,0,0
1/01/2020,Austria,W.P. Labuan,1,1,0
1/01/2020,Azerbaijan,Johor,6,5,1
1/01/2020,Azerbaijan,Kedah,9,8,1
1/01/2020,Azerbaijan,Kelantan,0,0,0
1/01/2020,Azerbaijan,Melaka,2,1,1
1/01/2020,Azerbaijan,Perlis,0,0,0
1/01/2020,Azerbaijan,Pulau Pinang,0,0,0
1/01/2020,Azerbaijan,Sabah,3,2,1
1/01/2020,Azerbaijan,Sarawak,3,1,2
1/01/2020,Azerbaijan,Selangor,159,89,70
1/01/2020,Azerbaijan,W.P. Labuan,1,1,0
1/01/2020,Burundi,Pulau Pinang,0,0,0
1/01/2020,Burundi,Sarawak,0,0,0
1/01/2020,Burundi,Selangor,2,2,0
1/01/2020,Belgium,Johor,265,171,94
1/01/2020,Belgium,Kedah,140,80,60
1/01/2020,Belgium,Kelantan,5,3,2
1/01/2020,Belgium,Melaka,0,0,0
1/01/2020,Belgium,Negeri Sembilan,0,0,0
1/01/2020,Belgium,Pahang,0,0,0
1/01/2020,Belgium,Perak,2,0,2
1/01/2020,Belgium,Perlis,14,8,6
1/01/2020,Belgium,Pulau Pinang,76,53,23
1/01/2020,Belgium,Sabah,17,12,5
1/01/2020,Belgium,Sarawak,15,12,3
1/01/2020,Belgium,Selangor,1243,812,431
1/01/2020,Belgium,W.P. Labuan,2,2,0
1/01/2020,Benin,Johor,0,0,0
1/01/2020,Benin,Kedah,0,0,0
1/01/2020,Benin,Perak,0,0,0
1/01/2020,Benin,Pulau Pinang,0,0,0
1/01/2020,Benin,Sabah,1,1,0
1/01/2020,Benin,Sarawak,0,0,0
1/01/2020,Benin,Selangor,6,5,1
1/01/2020,Burkina Faso,Perak,0,0,0
1/01/2020,Burkina Faso,Pulau Pinang,0,0,0
1/01/2020,Burkina Faso,Selangor,5,5,0
1/01/2020,Bangladesh,Johor,5428,4954,474
1/01/2020,Bangladesh,Kedah,72,35,37
1/01/2020,Bangladesh,Kelantan,1,1,0
1/01/2020,Bangladesh,Melaka,17,17,0
1/01/2020,Bangladesh,Negeri Sembilan,0,0,0
1/01/2020,Bangladesh,Pahang,1,1,0
1/01/2020,Bangladesh,Perak,0,0,0
1/01/2020,Bangladesh,Perlis,0,0,0
1/01/2020,Bangladesh,Pulau Pinang,81,74,7
1/01/2020,Bangladesh,Sabah,14,7,7
1/01/2020,Bangladesh,Sarawak,167,151,16
1/01/2020,Bangladesh,Selangor,21150,17904,3246
1/01/2020,Bangladesh,W.P. Labuan,24,24,0
1/01/2020,Bulgaria,Johor,73,49,24
1/01/2020,Bulgaria,Kedah,68,32,36
1/01/2020,Bulgaria,Kelantan,0,0,0
1/01/2020,Bulgaria,Pahang,0,0,0
1/01/2020,Bulgaria,Perak,0,0,0
1/01/2020,Bulgaria,Perlis,1,1,0
1/01/2020,Bulgaria,Pulau Pinang,2,1,1
1/01/2020,Bulgaria,Sabah,3,2,1
1/01/2020,Bulgaria,Sarawak,1,1,0
1/01/2020,Bulgaria,Selangor,495,252,243
1/01/2020,Bulgaria,W.P. Labuan,2,1,1
1/01/2020,Bahrain,Johor,7,4,3
1/01/2020,Bahrain,Kedah,5,3,2
1/01/2020,Bahrain,Kelantan,1,1,0
1/01/2020,Bahrain,Perlis,0,0,0
1/01/2020,Bahrain,Pulau Pinang,0,0,0
1/01/2020,Bahrain,Sabah,0,0,0
1/01/2020,Bahrain,Sarawak,4,4,0
1/01/2020,Bahrain,Selangor,454,260,194
1/01/2020,Bahamas,Johor,1,0,1
1/01/2020,Bahamas,Kedah,0,0,0
1/01/2020,Bahamas,Perak,0,0,0
1/01/2020,Bahamas,Sabah,1,1,0
1/01/2020,Bahamas,Sarawak,0,0,0
1/01/2020,Bahamas,Selangor,5,2,3
1/01/2020,Bosnia and Herzegovina,Johor,9,4,5
1/01/2020,Bosnia and Herzegovina,Kedah,10,6,4
1/01/2020,Bosnia and Herzegovina,Perlis,0,0,0
1/01/2020,Bosnia and Herzegovina,Pulau Pinang,3,3,0
1/01/2020,Bosnia and Herzegovina,Sabah,0,0,0
1/01/2020,Bosnia and Herzegovina,Sarawak,2,2,0
1/01/2020,Bosnia and Herzegovina,Selangor,85,44,41
1/01/2020,Belarus,Johor,19,10,9
1/01/2020,Belarus,Kedah,42,19,23
1/01/2020,Belarus,Kelantan,2,1,1
1/01/2020,Belarus,Pahang,0,0,0
1/01/2020,Belarus,Perak,0,0,0
1/01/2020,Belarus,Perlis,0,0,0
1/01/2020,Belarus,Pulau Pinang,16,8,8
1/01/2020,Belarus,Sabah,10,7,3
1/01/2020,Belarus,Sarawak,3,1,2
1/01/2020,Belarus,Selangor,423,189,234
1/01/2020,Belarus,W.P. Labuan,0,0,0
1/01/2020,Belize,Johor,3,1,2
1/01/2020,Belize,Pulau Pinang,0,0,0
1/01/2020,Belize,Sarawak,0,0,0
1/01/2020,Belize,Selangor,7,4,3
1/01/2020,Bermuda,Selangor,0,0,0
1/01/2020,Bolivia,Johor,6,2,4
1/01/2020,Bolivia,Kedah,0,0,0
1/01/2020,Bolivia,Melaka,0,0,0
1/01/2020,Bolivia,Perak,2,0,2
1/01/2020,Bolivia,Perlis,0,0,0
1/01/2020,Bolivia,Pulau Pinang,0,0,0
1/01/2020,Bolivia,Sabah,0,0,0
1/01/2020,Bolivia,Sarawak,0,0,0
1/01/2020,Bolivia,Selangor,30,15,15
1/01/2020,Brazil,Johor,293,173,120
1/01/2020,Brazil,Kedah,163,72,91
1/01/2020,Brazil,Kelantan,1,0,1
1/01/2020,Brazil,Melaka,0,0,0
1/01/2020,Brazil,Pahang,0,0,0
1/01/2020,Brazil,Perak,6,4,2
1/01/2020,Brazil,Perlis,10,4,6
1/01/2020,Brazil,Pulau Pinang,18,12,6
1/01/2020,Brazil,Sabah,17,8,9
1/01/2020,Brazil,Sarawak,17,9,8
1/01/2020,Brazil,Selangor,1480,828,652
1/01/2020,Brazil,W.P. Labuan,0,0,0
1/01/2020,Barbados,Johor,1,1,0
1/01/2020,Barbados,Kedah,0,0,0
1/01/2020,Barbados,Perlis,0,0,0
1/01/2020,Barbados,Pulau Pinang,0,0,0
1/01/2020,Barbados,Selangor,10,3,7
1/01/2020,Brunei Darussalam,Johor,496,231,265
1/01/2020,Brunei Darussalam,Kedah,13,9,4
1/01/2020,Brunei Darussalam,Kelantan,10,6,4
1/01/2020,Brunei Darussalam,Melaka,0,0,0
1/01/2020,Brunei Darussalam,Pahang,0,0,0
1/01/2020,Brunei Darussalam,Perak,3,2,1
1/01/2020,Brunei Darussalam,Perlis,13,9,4
1/01/2020,Brunei Darussalam,Pulau Pinang,10,4,6
1/01/2020,Brunei Darussalam,Sabah,1023,499,524
1/01/2020,Brunei Darussalam,Sarawak,77835,43927,33908
1/01/2020,Brunei Darussalam,Selangor,6217,3079,3138
1/01/2020,Brunei Darussalam,W.P. Labuan,2881,1815,1066
1/01/2020,Bhutan,Johor,8,6,2
1/01/2020,Bhutan,Kedah,1,1,0
1/01/2020,Bhutan,Perak,0,0,0
1/01/2020,Bhutan,Perlis,0,0,0
1/01/2020,Bhutan,Pulau Pinang,2,0,2
1/01/2020,Bhutan,Sabah,0,0,0
1/01/2020,Bhutan,Sarawak,0,0,0
1/01/2020,Bhutan,Selangor,66,48,18
1/01/2020,Botswana,Johor,2,2,0
1/01/2020,Botswana,Kedah,0,0,0
1/01/2020,Botswana,Perlis,0,0,0
1/01/2020,Botswana,Pulau Pinang,0,0,0
1/01/2020,Botswana,Sabah,0,0,0
1/01/2020,Botswana,Sarawak,2,2,0
1/01/2020,Botswana,Selangor,25,10,15
1/01/2020,Central African Republic,Kedah,0,0,0
1/01/2020,Central African Republic,Selangor,0,0,0
1/01/2020,Canada,Johor,2001,1124,877
1/01/2020,Canada,Kedah,320,178,142
1/01/2020,Canada,Kelantan,15,9,6
1/01/2020,Canada,Melaka,2,1,1
1/01/2020,Canada,Negeri Sembilan,0,0,0
1/01/2020,Canada,Pahang,0,0,0
1/01/2020,Canada,Perak,22,15,7
1/01/2020,Canada,Perlis,59,38,21
1/01/2020,Canada,Pulau Pinang,489,262,227
1/01/2020,Canada,Sabah,273,143,130
1/01/2020,Canada,Sarawak,544,303,241
1/01/2020,Canada,Selangor,5740,3274,2466
1/01/2020,Canada,Terengganu,0,0,0
1/01/2020,Canada,W.P. Labuan,13,11,2
1/01/2020,Cocos (Keeling) Islands,Selangor,0,0,0
1/01/2020,Switzerland,Johor,426,264,162
1/01/2020,Switzerland,Kedah,288,159,129
1/01/2020,Switzerland,Kelantan,11,4,7
1/01/2020,Switzerland,Melaka,2,1,1
1/01/2020,Switzerland,Negeri Sembilan,0,0,0
1/01/2020,Switzerland,Pahang,1,1,0
1/01/2020,Switzerland,Perak,17,10,7
1/01/2020,Switzerland,Perlis,62,44,18
1/01/2020,Switzerland,Pulau Pinang,151,84,67
1/01/2020,Switzerland,Sabah,35,22,13
1/01/2020,Switzerland,Sarawak,33,17,16
1/01/2020,Switzerland,Selangor,1413,893,520
1/01/2020,Switzerland,W.P. Labuan,7,6,1
1/01/2020,Chile,Johor,57,26,31
1/01/2020,Chile,Kedah,54,30,24
1/01/2020,Chile,Kelantan,1,1,0
1/01/2020,Chile,Melaka,0,0,0
1/01/2020,Chile,Pahang,0,0,0
1/01/2020,Chile,Perak,0,0,0
1/01/2020,Chile,Perlis,7,3,4
1/01/2020,Chile,Pulau Pinang,19,6,13
1/01/2020,Chile,Sabah,1,0,1
1/01/2020,Chile,Sarawak,1,0,1
1/01/2020,Chile,Selangor,366,190,176
1/01/2020,China,Johor,92472,38137,54335
1/01/2020,China,Kedah,5069,2188,2881
1/01/2020,China,Kelantan,26,11,15
1/01/2020,China,Melaka,2,0,2
1/01/2020,China,Pahang,43,21,22
1/01/2020,China,Perak,236,89,147
1/01/2020,China,Perlis,136,72,64
1/01/2020,China,Pulau Pinang,10906,5180,5726
1/01/2020,China,Sabah,12574,5703,6871
1/01/2020,China,Sarawak,1192,446,746
1/01/2020,China,Selangor,163242,75519,87723
1/01/2020,China,Terengganu,0,0,0
1/01/2020,China,W.P. Labuan,60,30,30
1/01/2020,Côte d'Ivoire,Johor,0,0,0
1/01/2020,Côte d'Ivoire,Kedah,1,1,0
1/01/2020,Côte d'Ivoire,Pulau Pinang,1,1,0
1/01/2020,Côte d'Ivoire,Sabah,0,0,0
1/01/2020,Côte d'Ivoire,Sarawak,0,0,0
1/01/2020,Côte d'Ivoire,Selangor,36,27,9
1/01/2020,Cameroon,Johor,3,3,0
1/01/2020,Cameroon,Kedah,0,0,0
1/01/2020,Cameroon,Pulau Pinang,0,0,0
1/01/2020,Cameroon,Sabah,0,0,0
1/01/2020,Cameroon,Sarawak,1,1,0
1/01/2020,Cameroon,Selangor,33,23,10
1/01/2020,Congo,Johor,0,0,0
1/01/2020,Congo,Pulau Pinang,0,0,0
1/01/2020,Congo,Sarawak,0,0,0
1/01/2020,Congo,Selangor,9,4,5
1/01/2020,Congo,Johor,1,1,0
1/01/2020,Congo,Kedah,0,0,0
1/01/2020,Congo,Selangor,2,2,0
1/01/2020,Cook Islands,Selangor,0,0,0
1/01/2020,Colombia,Johor,28,17,11
1/01/2020,Colombia,Kedah,0,0,0
1/01/2020,Colombia,Perak,0,0,0
1/01/2020,Colombia,Pulau Pinang,2,0,2
1/01/2020,Colombia,Sabah,0,0,0
1/01/2020,Colombia,Sarawak,0,0,0
1/01/2020,Colombia,Selangor,217,114,103
1/01/2020,Colombia,W.P. Labuan,0,0,0
1/01/2020,Comoros,Johor,0,0,0
1/01/2020,Comoros,Kedah,1,0,1
1/01/2020,Comoros,Selangor,19,13,6
1/01/2020,Cabo Verde,Johor,1,0,1
1/01/2020,Cabo Verde,Kedah,0,0,0
1/01/2020,Cabo Verde,Pulau Pinang,0,0,0
1/01/2020,Cabo Verde,Sabah,0,0,0
1/01/2020,Cabo Verde,Selangor,3,2,1
1/01/2020,Costa Rica,Johor,9,6,3
1/01/2020,Costa Rica,Kedah,1,1,0
1/01/2020,Costa Rica,Perak,1,0,1
1/01/2020,Costa Rica,Perlis,0,0,0
1/01/2020,Costa Rica,Pulau Pinang,2,1,1
1/01/2020,Costa Rica,Sabah,1,0,1
1/01/2020,Costa Rica,Sarawak,0,0,0
1/01/2020,Costa Rica,Selangor,73,44,29
1/01/2020,Cuba,Johor,7,7,0
1/01/2020,Cuba,Kedah,0,0,0
1/01/2020,Cuba,Perlis,0,0,0
1/01/2020,Cuba,Pulau Pinang,1,1,0
1/01/2020,Cuba,Sabah,0,0,0
1/01/2020,Cuba,Sarawak,0,0,0
1/01/2020,Cuba,Selangor,40,21,19
1/01/2020,Cyprus,Johor,15,9,6
1/01/2020,Cyprus,Kedah,7,3,4
1/01/2020,Cyprus,Perak,0,0,0
1/01/2020,Cyprus,Perlis,0,0,0
1/01/2020,Cyprus,Pulau Pinang,4,2,2
1/01/2020,Cyprus,Sabah,0,0,0
1/01/2020,Cyprus,Sarawak,1,0,1
1/01/2020,Cyprus,Selangor,61,37,24
1/01/2020,Czechia,Johor,163,99,64
1/01/2020,Czechia,Kedah,492,251,241
1/01/2020,Czechia,Kelantan,3,2,1
1/01/2020,Czechia,Melaka,2,2,0
1/01/2020,Czechia,Negeri Sembilan,0,0,0
1/01/2020,Czechia,Perak,0,0,0
1/01/2020,Czechia,Perlis,18,12,6
1/01/2020,Czechia,Pulau Pinang,89,43,46
1/01/2020,Czechia,Sabah,30,18,12
1/01/2020,Czechia,Sarawak,15,8,7
1/01/2020,Czechia,Selangor,966,559,407
1/01/2020,Czechia,W.P. Labuan,5,4,1
1/01/2020,Germany,Johor,2320,1507,813
1/01/2020,Germany,Kedah,1336,695,641
1/01/2020,Germany,Kelantan,39,31,8
1/01/2020,Germany,Melaka,3,2,1
1/01/2020,Germany,Negeri Sembilan,1,1,0
1/01/2020,Germany,Pahang,12,7,5
1/01/2020,Germany,Perak,34,25,9
1/01/2020,Germany,Perlis,255,166,89
1/01/2020,Germany,Pulau Pinang,550,378,172
1/01/2020,Germany,Sabah,143,100,43
1/01/2020,Germany,Sarawak,241,156,85
1/01/2020,Germany,Selangor,6725,4268,2457
1/01/2020,Germany,Terengganu,0,0,0
1/01/2020,Germany,W.P. Labuan,14,9,5
1/01/2020,Djibouti,Johor,0,0,0
1/01/2020,Djibouti,Selangor,9,3,6
1/01/2020,Dominica,Johor,9,7,2
1/01/2020,Dominica,Kedah,0,0,0
1/01/2020,Dominica,Pulau Pinang,0,0,0
1/01/2020,Dominica,Sabah,6,5,1
1/01/2020,Dominica,Sarawak,1,1,0
1/01/2020,Dominica,Selangor,41,33,8
1/01/2020,Dominica,W.P. Labuan,0,0,0
1/01/2020,Denmark,Johor,349,236,113
1/01/2020,Denmark,Kedah,416,205,211
1/01/2020,Denmark,Kelantan,2,2,0
1/01/2020,Denmark,Melaka,1,1,0
1/01/2020,Denmark,Negeri Sembilan,0,0,0
1/01/2020,Denmark,Pahang,0,0,0
1/01/2020,Denmark,Perak,20,12,8
1/01/2020,Denmark,Perlis,20,12,8
1/01/2020,Denmark,Pulau Pinang,148,89,59
1/01/2020,Denmark,Sabah,44,27,17
1/01/2020,Denmark,Sarawak,16,10,6
1/01/2020,Denmark,Selangor,1755,1049,706
1/01/2020,Denmark,W.P. Labuan,1,1,0
1/01/2020,Dominican Republic,Johor,2,1,1
1/01/2020,Dominican Republic,Kedah,0,0,0
1/01/2020,Dominican Republic,Perak,0,0,0
1/01/2020,Dominican Republic,Perlis,1,1,0
1/01/2020,Dominican Republic,Pulau Pinang,0,0,0
1/01/2020,Dominican Republic,Sabah,1,1,0
1/01/2020,Dominican Republic,Sarawak,0,0,0
1/01/2020,Dominican Republic,Selangor,19,10,9
1/01/2020,Algeria,Johor,27,23,4
1/01/2020,Algeria,Kedah,18,12,6
1/01/2020,Algeria,Kelantan,0,0,0
1/01/2020,Algeria,Melaka,0,0,0
1/01/2020,Algeria,Perak,0,0,0
1/01/2020,Algeria,Perlis,3,1,2
1/01/2020,Algeria,Pulau Pinang,9,6,3
1/01/2020,Algeria,Sabah,1,1,0
1/01/2020,Algeria,Sarawak,6,3,3
1/01/2020,Algeria,Selangor,719,524,195
1/01/2020,Algeria,W.P. Labuan,0,0,0
1/01/2020,Ecuador,Johor,26,9,17
1/01/2020,Ecuador,Kedah,2,1,1
1/01/2020,Ecuador,Perak,0,0,0
1/01/2020,Ecuador,Perlis,0,0,0
1/01/2020,Ecuador,Pulau Pinang,0,0,0
1/01/2020,Ecuador,Sabah,0,0,0
1/01/2020,Ecuador,Sarawak,2,0,2
1/01/2020,Ecuador,Selangor,77,38,39
1/01/2020,Egypt,Johor,244,184,60
1/01/2020,Egypt,Kedah,33,14,19
1/01/2020,Egypt,Kelantan,4,4,0
1/01/2020,Egypt,Melaka,0,0,0
1/01/2020,Egypt,Pahang,0,0,0
1/01/2020,Egypt,Perak,0,0,0
1/01/2020,Egypt,Perlis,0,0,0
1/01/2020,Egypt,Pulau Pinang,9,8,1
1/01/2020,Egypt,Sabah,5,4,1
1/01/2020,Egypt,Sarawak,87,53,34
1/01/2020,Egypt,Selangor,2697,1661,1036
1/01/2020,Egypt,Terengganu,0,0,0
1/01/2020,Egypt,W.P. Labuan,0,0,0
1/01/2020,Eritrea,Johor,0,0,0
1/01/2020,Eritrea,Pulau Pinang,0,0,0
1/01/2020,Eritrea,Sabah,0,0,0
1/01/2020,Eritrea,Selangor,31,20,11
1/01/2020,Spain,Johor,490,291,199
1/01/2020,Spain,Kedah,358,180,178
1/01/2020,Spain,Kelantan,6,5,1
1/01/2020,Spain,Melaka,2,1,1
1/01/2020,Spain,Negeri Sembilan,0,0,0
1/01/2020,Spain,Pahang,1,1,0
1/01/2020,Spain,Perak,6,4,2
1/01/2020,Spain,Perlis,34,19,15
1/01/2020,Spain,Pulau Pinang,71,43,28
1/01/2020,Spain,Sabah,44,24,20
1/01/2020,Spain,Sarawak,35,19,16
1/01/2020,Spain,Selangor,2140,1298,842
1/01/2020,Spain,W.P. Labuan,8,6,2
1/01/2020,Estonia,Johor,91,47,44
1/01/2020,Estonia,Kedah,107,56,51
1/01/2020,Estonia,Kelantan,0,0,0
1/01/2020,Estonia,Pahang,0,0,0
1/01/2020,Estonia,Perak,3,2,1
1/01/2020,Estonia,Perlis,1,1,0
1/01/2020,Estonia,Pulau Pinang,6,4,2
1/01/2020,Estonia,Sabah,16,10,6
1/01/2020,Estonia,Sarawak,4,3,1
1/01/2020,Estonia,Selangor,254,135,119
1/01/2020,Estonia,W.P. Labuan,0,0,0
1/01/2020,Ethiopia,Johor,5,4,1
1/01/2020,Ethiopia,Kedah,0,0,0
1/01/2020,Ethiopia,Pulau Pinang,0,0,0
1/01/2020,Ethiopia,Sarawak,2,0,2
1/01/2020,Ethiopia,Selangor,41,25,16
1/01/2020,Finland,Johor,335,208,127
1/01/2020,Finland,Kedah,476,209,267
1/01/2020,Finland,Kelantan,3,1,2
1/01/2020,Finland,Melaka,0,0,0
1/01/2020,Finland,Negeri Sembilan,0,0,0
1/01/2020,Finland,Pahang,0,0,0
1/01/2020,Finland,Perak,3,2,1
1/01/2020,Finland,Perlis,19,11,8
1/01/2020,Finland,Pulau Pinang,129,76,53
1/01/2020,Finland,Sabah,24,15,9
1/01/2020,Finland,Sarawak,16,9,7
1/01/2020,Finland,Selangor,1417,756,661
1/01/2020,Finland,W.P. Labuan,2,1,1
1/01/2020,Fiji,Johor,77,37,40
1/01/2020,Fiji,Kedah,4,0,4
1/01/2020,Fiji,Kelantan,0,0,0
1/01/2020,Fiji,Perak,0,0,0
1/01/2020,Fiji,Perlis,4,0,4
1/01/2020,Fiji,Pulau Pinang,1,1,0
1/01/2020,Fiji,Sabah,0,0,0
1/01/2020,Fiji,Sarawak,0,0,0
1/01/2020,Fiji,Selangor,151,84,67
1/01/2020,France,Johor,1957,1214,743
1/01/2020,France,Kedah,1149,671,478
1/01/2020,France,Kelantan,50,38,12
1/01/2020,France,Melaka,2,2,0
1/01/2020,France,Negeri Sembilan,1,1,0
1/01/2020,France,Pahang,12,5,7
1/01/2020,France,Perak,29,20,9
1/01/2020,France,Perlis,142,88,54
1/01/2020,France,Pulau Pinang,508,299,209
1/01/2020,France,Sabah,135,71,64
1/01/2020,France,Sarawak,100,68,32
1/01/2020,France,Selangor,8663,5373,3290
1/01/2020,France,Terengganu,0,0,0
1/01/2020,France,W.P. Labuan,5,3,2
1/01/2020,"Micronesia, Federated States of",Johor,1,1,0
1/01/2020,"Micronesia, Federated States of",Pulau Pinang,1,0,1
1/01/2020,"Micronesia, Federated States of",Selangor,1,1,0
1/01/2020,Gabon,Johor,1,1,0
1/01/2020,Gabon,Pulau Pinang,0,0,0
1/01/2020,Gabon,Sarawak,0,0,0
1/01/2020,Gabon,Selangor,3,1,2
1/01/2020,United Kingdom of Great Britain and Northern Ireland,Johor,5448,3473,1975
1/01/2020,United Kingdom of Great Britain and Northern Ireland,Kedah,2148,1206,942
1/01/2020,United Kingdom of Great Britain and Northern Ireland,Kelantan,37,31,6
1/01/2020,United Kingdom of Great Britain and Northern Ireland,Melaka,5,5,0
1/01/2020,United Kingdom of Great Britain and Northern Ireland,Negeri Sembilan,0,0,0
1/01/2020,United Kingdom of Great Britain and Northern Ireland,Pahang,18,13,5
1/01/2020,United Kingdom of Great Britain and Northern Ireland,Perak,75,50,25
1/01/2020,United Kingdom of Great Britain and Northern Ireland,Perlis,289,186,103
1/01/2020,United Kingdom of Great Britain and Northern Ireland,Pulau Pinang,1412,841,571
1/01/2020,United Kingdom of Great Britain and Northern Ireland,Sabah,581,327,254
1/01/2020,United Kingdom of Great Britain and Northern Ireland,Sarawak,1261,822,439
1/01/2020,United Kingdom of Great Britain and Northern Ireland,Selangor,20246,12997,7249
1/01/2020,United Kingdom of Great Britain and Northern Ireland,Terengganu,0,0,0
1/01/2020,United Kingdom of Great Britain and Northern Ireland,W.P. Labuan,119,74,45
1/01/2020,Georgia,Johor,3,2,1
1/01/2020,Georgia,Kedah,4,1,3
1/01/2020,Georgia,Melaka,1,1,0
1/01/2020,Georgia,Perak,0,0,0
1/01/2020,Georgia,Perlis,0,0,0
1/01/2020,Georgia,Pulau Pinang,3,2,1
1/01/2020,Georgia,Sabah,0,0,0
1/01/2020,Georgia,Sarawak,0,0,0
1/01/2020,Georgia,Selangor,46,24,22
1/01/2020,Ghana,Johor,14,11,3
1/01/2020,Ghana,Kedah,0,0,0
1/01/2020,Ghana,Kelantan,1,1,0
1/01/2020,Ghana,Pulau Pinang,1,1,0
1/01/2020,Ghana,Sabah,0,0,0
1/01/2020,Ghana,Sarawak,2,2,0
1/01/2020,Ghana,Selangor,82,50,32
1/01/2020,Gibraltar,Johor,0,0,0
1/01/2020,Gibraltar,Sarawak,0,0,0
1/01/2020,Guinea,Johor,14,14,0
1/01/2020,Guinea,Kedah,0,0,0
1/01/2020,Guinea,Kelantan,1,1,0
1/01/2020,Guinea,Perlis,0,0,0
1/01/2020,Guinea,Pulau Pinang,0,0,0
1/01/2020,Guinea,Sabah,0,0,0
1/01/2020,Guinea,Sarawak,2,1,1
1/01/2020,Guinea,Selangor,81,70,11
1/01/2020,Guadeloupe,Selangor,0,0,0
1/01/2020,Gambia,Johor,11,6,5
1/01/2020,Gambia,Kedah,0,0,0
1/01/2020,Gambia,Kelantan,2,2,0
1/01/2020,Gambia,Pulau Pinang,0,0,0
1/01/2020,Gambia,Sabah,0,0,0
